Gene,p.value,P.adjusted.BH,logFC,Gene.symbol
209656_s_at,3.7e-10,1.69e-08,1.00453881,TMEM47
209676_at,3.2e-06,1.25e-05,1.31063909,TFPI
209678_s_at,6.22e-11,4.19e-09,1.10439701,PRKCI
209682_at,3.78e-08,4.49e-07,1.43526663,CBLB
209684_at,7.17e-12,7.52e-10,1.01674917,RIN2
209708_at,5.34e-14,1.51e-11,2.30241455,MOXD1
209719_x_at,2.93e-05,8.12e-05,1.73980355,SERPINB3
209720_s_at,4.55e-05,0.000118935,1.6054987,SERPINB3
209723_at,4.41e-06,1.63e-05,1.66993974,SERPINB9
209732_at,2.1e-07,1.52e-06,1.78954112,CLEC2B
209758_s_at,2.87e-10,1.39e-08,2.55793039,MFAP5
209780_at,2.13e-09,6.08e-08,1.30458367,PHTF2
209792_s_at,2.61e-10,1.3e-08,2.22112448,KLK10
209803_s_at,1.03e-13,2.56e-11,2.84972941,PHLDA2
209823_x_at,5.39e-07,3.07e-06,1.64842154,LOC101060835///HLA-DQB1
209868_s_at,3.75e-08,4.46e-07,1.39110039,RBMS1
209875_s_at,2.1e-10,1.09e-08,2.67321837,SPP1
209879_at,1.19e-06,5.65e-06,1.00360057,SELPLG
209882_at,3.39e-08,4.17e-07,1.19907741,RIT1
209894_at,0.000314831,0.000662257,1.01636064,LEPROT///LEPR
209897_s_at,7.95e-08,7.55e-07,1.19343667,SLIT2
209900_s_at,5.24e-06,1.88e-05,1.29340903,SLC16A1
209901_x_at,1.35e-05,4.2e-05,1.30467752,AIF1
209906_at,1.52e-08,2.4e-07,1.08893178,C3AR1
209909_s_at,5.04e-09,1.11e-07,1.30239711,TGFB2
209911_x_at,3.43e-05,9.31e-05,1.00280751,HIST1H2BD
209924_at,2.06e-05,6e-05,1.50008642,CCL18
209933_s_at,2.15e-05,6.23e-05,1.18711233,CD300A
209935_at,1.43e-13,3.31e-11,1.07428203,ATP2C1
209946_at,1.58e-07,1.23e-06,1.20240646,VEGFC
209949_at,8.98e-10,3.26e-08,1.99845243,NCF2
209955_s_at,5.24e-16,4.97e-13,3.38881049,FAP
209960_at,4.19e-10,1.85e-08,1.50836888,HGF
209969_s_at,1.52e-06,6.86e-06,1.56418944,STAT1
210004_at,8.32e-16,6.14e-13,2.99889051,OLR1
210072_at,1.58e-05,4.8e-05,2.13677225,CCL19
210084_x_at,3.11e-05,8.55e-05,1.11956728,TPSAB1
210095_s_at,3.1e-13,6.17e-11,3.08179533,IGFBP3
210105_s_at,3.22e-05,8.8e-05,1.07427793,FYN
210108_at,9.04e-06,2.98e-05,1.07782254,CACNA1D
210117_at,3.65e-10,1.67e-08,1.05206199,SPAG1
210139_s_at,3.22e-09,8.13e-08,1.73350399,PMP22
210143_at,5.11e-05,0.000131592,2.00705104,ANXA10
210170_at,7.49e-07,3.96e-06,1.5560084,PDLIM3
210176_at,3.87e-06,1.46e-05,1.11666908,TLR1
210220_at,5.07e-17,8.67e-14,1.2939451,FZD2
210423_s_at,1.01e-08,1.82e-07,1.22485345,SLC11A1
210427_x_at,1.88e-14,6.59e-12,1.36777895,ANXA2
210495_x_at,1.74e-17,4.04e-14,3.59053176,FN1
210511_s_at,4.1e-20,4.49e-16,3.9348322,INHBA
210517_s_at,5.12e-07,2.95e-06,1.50583321,AKAP12
210519_s_at,1.04e-09,3.61e-08,2.18712492,NQO1
210538_s_at,6.91e-06,2.38e-05,1.38203459,BIRC3
210559_s_at,5.55e-06,1.97e-05,1.13592061,CDK1
210592_s_at,1.52e-08,2.4e-07,1.1443106,SAT1
210605_s_at,6.08e-16,5.35e-13,1.22134046,MFGE8
210643_at,1.66e-06,7.39e-06,1.41860881,TNFSF11
210644_s_at,2.16e-07,1.55e-06,1.07128959,LAIR1
210663_s_at,3.02e-09,7.74e-08,1.17046153,KYNU
210664_s_at,7.39e-08,7.17e-07,1.69922883,TFPI
210719_s_at,2.68e-08,3.53e-07,1.10876717,HMG20B
210764_s_at,0.000255263,0.000548325,1.17594054,CYR61
210785_s_at,1.69e-05,5.07e-05,1.38318431,THEMIS2
210809_s_at,1.27e-14,4.85e-12,5.12461146,POSTN
210815_s_at,1.41e-07,1.14e-06,1.28351486,CALCRL
210827_s_at,2.65e-05,7.46e-05,1.18495649,ELF3
210830_s_at,4.71e-09,1.06e-07,1.12724057,PON2
210845_s_at,1.28e-12,1.91e-10,1.91519509,PLAUR
210875_s_at,5.65e-09,1.2e-07,1.58702746,ZEB1
210889_s_at,4.33e-09,9.98e-08,1.83950498,FCGR2B
210895_s_at,3.14e-08,3.94e-07,1.8759031,CD86
210915_x_at,0.00120728,0.002228647,1.19607796,TRBC1
210933_s_at,2.56e-09,6.93e-08,1.94219737,FSCN1
210982_s_at,9.7e-07,4.83e-06,1.78436403,HLA-DRA
210992_x_at,7.88e-10,2.97e-08,1.24020085,FCGR2C
211003_x_at,2.51e-10,1.25e-08,1.12833345,TGM2
211026_s_at,1.25e-08,2.11e-07,1.65795535,MGLL
211058_x_at,2.59e-09,6.99e-08,1.32326499,TUBA1B
211063_s_at,4.39e-11,3.19e-09,1.06538005,NCK1
211067_s_at,5.99e-08,6.2e-07,1.00307115,GAS7
211071_s_at,7.81e-11,5.06e-09,1.25781339,MLLT11
211072_x_at,3.44e-09,8.49e-08,1.27883466,TUBA1B
211075_s_at,4.16e-09,9.72e-08,1.20469965,CD47
211160_x_at,1.03e-13,2.56e-11,1.13667302,ACTN1
211161_s_at,3.26e-13,6.46e-11,3.29493891,COL3A1
211367_s_at,0.000942649,0.001780965,1.17728524,CASP1
211368_s_at,0.000351107,0.000730805,1.37436735,CASP1
211395_x_at,1.75e-09,5.29e-08,1.38379018,FCGR2C
211429_s_at,7.34e-13,1.22e-10,2.30328181,SERPINA1
211430_s_at,2.06e-07,1.5e-06,2.98109259,MIR8071-2///MIR8071-1///IGHV4-31///IGHM///IGHG2///IGHG1
211470_s_at,0.001620987,0.002911451,1.3303751,SULT1C2
211506_s_at,3.69e-09,8.9e-08,2.5967039,CXCL8
211529_x_at,1.56e-06,7.02e-06,1.02689822,HLA-G
211564_s_at,3.51e-12,4.23e-10,1.43280472,PDLIM4
211571_s_at,6.25e-16,5.35e-13,3.88427441,VCAN
211597_s_at,1.3e-13,3.05e-11,3.11153624,HOPX
211643_x_at,0.003257764,0.005504782,1.27938296,IGK///IGKC
211644_x_at,0.001416745,0.002576178,1.52723133,IGK///IGKC
211645_x_at,0.000307481,0.000648318,1.93593351,nan
211651_s_at,3.37e-11,2.59e-09,1.5417851,LAMB1
211654_x_at,2.42e-05,6.89e-05,1.35141097,HLA-DQB1
211656_x_at,8.82e-07,4.49e-06,1.3220562,LOC101060835///HLA-DQB1
211657_at,4.3e-09,9.95e-08,3.19875853,CEACAM6
211668_s_at,3.98e-13,7.5e-11,2.34196064,PLAU
211675_s_at,1.74e-07,1.32e-06,1.20904282,MDFIC
211676_s_at,7.51e-06,2.55e-05,1.07115002,IFNGR1
211709_s_at,1.77e-12,2.47e-10,1.62324937,CLEC11A
211714_x_at,1.11e-10,6.59e-09,1.05788953,TUBB
211719_x_at,9.89e-17,1.5e-13,3.70278638,FN1
211734_s_at,3.68e-06,1.41e-05,1.43392985,FCER1A
211742_s_at,6.43e-05,0.000161174,1.54706464,EVI2B
211744_s_at,9.06e-10,3.28e-08,1.5935353,CD58
211750_x_at,1.15e-09,3.88e-08,1.33529578,TUBA1C
211762_s_at,1.63e-07,1.27e-06,1.29608753,KPNA2
211764_s_at,3.09e-08,3.9e-07,1.16183248,UBE2D1
211795_s_at,2.3e-05,6.61e-05,1.55899023,FYB
211796_s_at,0.000574721,0.001140949,1.33848941,TRBC1
211798_x_at,0.005724232,0.009223517,1.04398544,IGLJ3
211813_x_at,6e-08,6.21e-07,1.56162366,DCN
211828_s_at,1.08e-06,5.25e-06,1.12354085,TNIK
211864_s_at,2.25e-15,1.19e-12,2.31380533,MYOF
211896_s_at,1.4e-08,2.28e-07,1.77303393,DCN
211911_x_at,3.79e-07,2.35e-06,1.41056019,HLA-B
211919_s_at,2.18e-07,1.57e-06,2.1866241,CXCR4
211924_s_at,3.28e-12,4.01e-10,1.88941136,PLAUR
211945_s_at,1.92e-11,1.63e-09,1.21560646,ITGB1
211958_at,2e-15,1.11e-12,1.9132918,IGFBP5
211959_at,1.37e-14,5.11e-12,2.66672652,IGFBP5
211964_at,4.4e-12,5.07e-10,2.20188352,COL4A2
211966_at,2.75e-12,3.45e-10,1.8779688,COL4A2
211980_at,4.96e-12,5.63e-10,2.17121931,COL4A1
211981_at,2.76e-12,3.46e-10,2.35789759,COL4A1
211986_at,1.24e-08,2.1e-07,1.08570016,AHNAK
211990_at,1.13e-06,5.45e-06,1.3920783,HLA-DPA1
211991_s_at,9.23e-07,4.65e-06,1.73272819,HLA-DPA1
212012_at,7.95e-09,1.53e-07,1.75464607,PXDN
212013_at,1.94e-07,1.44e-06,1.36897353,PXDN
212067_s_at,4.43e-12,5.1e-10,2.06078897,C1R
212077_at,2.39e-10,1.21e-08,1.626401,CALD1
212091_s_at,5.98e-08,6.2e-07,1.17582692,COL6A1
212104_s_at,1.22e-12,1.85e-10,1.05298477,RBFOX2
212136_at,6.32e-10,2.52e-08,1.35424166,ATP2B4
212143_s_at,7.86e-14,2.09e-11,2.4936833,IGFBP3
212188_at,2.05e-06,8.71e-06,1.16871449,KCTD12
212190_at,4.88e-08,5.39e-07,1.41664402,SERPINE2
212192_at,6.48e-06,2.25e-05,1.27263503,KCTD12
212202_s_at,1.54e-13,3.51e-11,1.02047366,TMEM87A
212203_x_at,3.55e-10,1.64e-08,1.27004634,IFITM3
212233_at,3.17e-10,1.5e-08,1.77671418,MAP1B
212236_x_at,1.5e-13,3.44e-11,2.45586011,KRT17///JUP
212242_at,2.7e-08,3.55e-07,1.08161057,TUBA4A
212262_at,5.89e-08,6.14e-07,1.28031549,QKI
212263_at,2.59e-08,3.46e-07,1.11932754,QKI
212297_at,2.44e-09,6.69e-08,1.00248047,ATP13A3
212298_at,1.63e-08,2.52e-07,1.30306081,NRP1
212334_at,1.72e-09,5.23e-08,1.21946788,GNS
212338_at,1.15e-07,9.85e-07,1.11803354,MYO1D
212344_at,1.44e-21,7.02e-17,3.68940574,SULF1
212353_at,3.58e-19,2.18e-15,4.64840843,SULF1
212354_at,1.19e-19,9.3e-16,4.39715555,SULF1
212361_s_at,1.09e-07,9.44e-07,1.00564888,ATP2A2
212372_at,1.16e-08,2e-07,1.14346794,MYH10
212382_at,6.2e-08,6.34e-07,1.41023451,TCF4
212385_at,4.32e-08,4.93e-07,1.27309038,TCF4
212386_at,1e-08,1.81e-07,1.55790262,TCF4
212387_at,1.26e-08,2.12e-07,1.37689,TCF4
212399_s_at,2.14e-17,4.5e-14,1.00771703,VGLL4
212414_s_at,5.03e-06,1.82e-05,1.31125071,GLYR1///SEPT6
212419_at,3.33e-10,1.56e-08,1.37436659,ZCCHC24
212423_at,1.11e-10,6.61e-09,1.43545133,ZCCHC24
212444_at,2.69e-15,1.39e-12,2.71073028,GPRC5A
212464_s_at,1.15e-17,3.14e-14,3.72686881,FN1
212472_at,3.08e-12,3.81e-10,1.20391622,MICAL2
212473_s_at,5.89e-16,5.35e-13,1.54440849,MICAL2
212481_s_at,1.2e-10,7.07e-09,1.43822206,TPM4
212486_s_at,0.000185354,0.000411643,1.1005995,FYN
212488_at,1.47e-15,9.13e-13,3.49401227,COL5A1
212489_at,2.98e-15,1.45e-12,3.46146037,COL5A1
212501_at,3.82e-09,9.13e-08,1.18307559,CEBPB
212531_at,5.18e-10,2.17e-08,2.89069735,LCN2
212573_at,7.14e-10,2.77e-08,1.17934138,ENDOD1
212582_at,1.72e-06,7.58e-06,1.08127649,OSBPL8
212585_at,7.91e-08,7.53e-07,1.02965501,OSBPL8
212587_s_at,6.72e-05,0.000167709,1.68693024,PTPRC
212588_at,1.73e-05,5.17e-05,1.93017658,PTPRC
212599_at,6.89e-09,1.38e-07,1.27755179,AUTS2
212609_s_at,4.7e-09,1.06e-07,1.0255022,AKT3
212614_at,1.91e-05,5.64e-05,1.01004584,ARID5B
212632_at,2.16e-09,6.13e-08,1.12165268,STX7
212636_at,1.67e-07,1.29e-06,1.55282286,QKI
212639_x_at,1.78e-09,5.35e-08,1.21425757,TUBA1B
212646_at,2.01e-08,2.9e-07,1.72420229,RFTN1
212647_at,3.34e-09,8.32e-08,1.14925099,RRAS
212650_at,1.36e-09,4.37e-08,1.11321371,EHBP1
212651_at,2.13e-09,6.08e-08,1.04722075,RHOBTB1
212657_s_at,5.34e-10,2.22e-08,2.09890135,IL1RN
212666_at,2.33e-13,4.93e-11,1.09746515,SMURF1
212667_at,7.61e-12,7.82e-10,2.19282707,SPARC
212671_s_at,3.06e-07,2e-06,2.08119338,LOC100509457///HLA-DQA2///HLA-DQA1
212681_at,0.001149387,0.002131274,1.03526273,EPB41L3
212687_at,9.39e-11,5.76e-09,1.54898317,LIMS4///LIMS3///LIMS1
212702_s_at,8.16e-09,1.56e-07,1.13259026,BICD2
212724_at,1.74e-06,7.68e-06,1.28951519,RND3
212746_s_at,1.45e-11,1.32e-09,1.47597674,CEP170P1///CEP170
212758_s_at,3.2e-08,3.99e-07,1.11411093,ZEB1
212764_at,3.78e-10,1.72e-08,1.73146884,ZEB1
212765_at,2.95e-10,1.42e-08,1.3350085,CAMSAP2
212768_s_at,0.000102592,0.000243023,2.66444974,OLFM4
212792_at,8.19e-11,5.22e-09,1.51425991,DPY19L1
212799_at,1.17e-09,3.91e-08,1.12671397,STX6
212813_at,5.73e-09,1.21e-07,1.06296699,JAM3
212865_s_at,1.74e-07,1.33e-06,1.92026631,COL14A1
212887_at,9.57e-07,4.78e-06,1.25068655,SEC23A
212895_s_at,9.4e-10,3.37e-08,1.06731822,ABR
212917_x_at,7.08e-10,2.75e-08,1.03397866,RECQL
212918_at,1.34e-09,4.33e-08,1.14197463,RECQL
212919_at,5.44e-07,3.09e-06,1.08544675,DCP2
212942_s_at,6.73e-08,6.71e-07,2.45896857,CEMIP
212959_s_at,2.45e-09,6.7e-08,1.05173629,GNPTAB
212985_at,2.1e-12,2.81e-10,1.45010876,APBB2
212992_at,2.55e-15,1.33e-12,2.53976184,AHNAK2
212998_x_at,5.66e-07,3.18e-06,2.06399674,LOC101060835///HLA-DQB1
213001_at,1.06e-07,9.26e-07,1.32416507,ANGPTL2
213004_at,2.29e-06,9.53e-06,1.0319584,ANGPTL2
213094_at,1.16e-06,5.55e-06,1.32664593,ADGRG6
213110_s_at,5e-08,5.47e-07,1.16895969,COL4A5
213113_s_at,7.22e-10,2.79e-08,1.26046014,SLC43A3
213125_at,8.97e-15,3.69e-12,2.96175762,OLFML2B
213135_at,6.56e-08,6.58e-07,1.18962229,TIAM1
213139_at,1.94e-09,5.67e-08,1.7445944,SNAI2
213154_s_at,9.17e-09,1.7e-07,1.10610405,BICD2
213160_at,0.000120422,0.000280115,1.17600822,DOCK2
213194_at,3.85e-10,1.75e-08,1.76942674,ROBO1
213226_at,9.54e-06,3.12e-05,1.00169366,CCNA2
213238_at,1.62e-08,2.51e-07,1.06819966,ATP10D
213241_at,2.32e-09,6.46e-08,2.05867405,PLXNC1
213252_at,2.42e-13,5.09e-11,1.04658425,SH3PXD2A
213256_at,6.93e-08,6.84e-07,1.05654847,3-Mar
213258_at,8.18e-07,4.24e-06,1.57649886,TFPI
213274_s_at,1.8e-11,1.55e-09,1.59010588,CTSB
213275_x_at,1.8e-11,1.55e-09,1.31697959,CTSB
213288_at,1.32e-11,1.23e-09,1.12972612,MBOAT2
213293_s_at,2.05e-05,5.98e-05,1.28574578,TRIM22
213306_at,2.8e-06,1.12e-05,1.08932479,MPDZ
213338_at,2.72e-12,3.43e-10,2.09444474,TMEM158
213373_s_at,3.35e-06,1.3e-05,1.00182786,CASP8
213411_at,4.79e-09,1.07e-07,1.22852825,ADAM22
213413_at,1.67e-08,2.56e-07,1.60166701,STON1
213416_at,0.000103129,0.000244169,1.50856538,ITGA4
213418_at,8.9e-06,2.94e-05,1.34400857,HSPA6
213419_at,1.28e-12,1.91e-10,1.2466066,APBB2
213422_s_at,3.07e-16,3.63e-13,1.71813186,MXRA8
213425_at,2.13e-10,1.11e-08,1.34725246,WNT5A
213428_s_at,1.38e-09,4.44e-08,1.49855685,COL6A1
213429_at,2.68e-05,7.53e-05,1.02421232,BICC1
213432_at,9.11e-05,0.000218829,1.28455616,MUC5B
213457_at,7.86e-08,7.5e-07,1.11913986,MFHAS1
213496_at,2.41e-08,3.29e-07,1.23317166,PLPPR4
213503_x_at,1.46e-14,5.34e-12,1.4421534,ANXA2
213518_at,2.28e-12,3e-10,1.20956242,PRKCI
213519_s_at,5.18e-09,1.13e-07,1.42115122,LAMA2
213532_at,1.98e-09,5.76e-08,1.03179857,ADAM17
213537_at,5.54e-07,3.13e-06,1.82828122,HLA-DPA1
213541_s_at,4.39e-05,0.000115427,1.13388604,ERG
213566_at,3.56e-08,4.31e-07,1.79496226,RNASE6
213568_at,2.62e-05,7.38e-05,1.11948734,OSR2
213603_s_at,8.63e-05,0.000208841,1.32333183,RAC2
213646_x_at,2.92e-09,7.58e-08,1.34372964,TUBA1B
213652_at,3.88e-08,4.57e-07,1.30811113,PCSK5
213664_at,1.53e-05,4.66e-05,1.51716455,SLC1A1
213668_s_at,8.28e-12,8.39e-10,1.34177819,SOX4
213680_at,4.95e-10,2.1e-08,2.43010939,KRT6B
213684_s_at,1.9e-08,2.81e-07,1.01935518,PDLIM5
213703_at,7.38e-12,7.66e-10,1.41471687,LINC00342
213725_x_at,1.07e-09,3.68e-08,1.21715423,XYLT1
213746_s_at,1.28e-09,4.18e-08,1.426498,FLNA
213764_s_at,3.34e-09,8.32e-08,2.32722969,MFAP5
213765_at,3.93e-09,9.31e-08,2.36382881,MFAP5
213790_at,2.62e-09,7.03e-08,1.89044001,ADAM12
213793_s_at,1.28e-09,4.19e-08,1.29900015,HOMER1
213797_at,1.67e-10,9.21e-09,1.16419555,RSAD2
213798_s_at,1.71e-09,5.22e-08,1.27981122,CAP1
213800_at,7.48e-10,2.86e-08,1.64083016,CFH
213817_at,7.31e-09,1.45e-07,1.98774845,IRAK3
213844_at,2.07e-07,1.51e-06,1.08725429,HOXA5
213857_s_at,2.36e-10,1.2e-08,1.23568469,CD47
213867_x_at,5.17e-09,1.13e-07,1.2535807,ACTB
213869_x_at,2.77e-15,1.4e-12,1.95501,THY1
213888_s_at,0.001091316,0.002032209,1.04919413,TRAF3IP3
213891_s_at,3.8e-08,4.51e-07,1.53818502,TCF4
213905_x_at,6.03e-14,1.67e-11,2.43015517,BGN
213909_at,7.44e-09,1.46e-07,1.44891908,LRRC15
213910_at,1.67e-12,2.36e-10,1.6737736,IGFBP7
213923_at,4.49e-10,1.95e-08,1.45512265,RAP2B
213943_at,9.69e-10,3.44e-08,1.76062169,TWIST1
213975_s_at,2.4e-05,6.86e-05,1.34249254,LYZ
213988_s_at,1.19e-07,1.01e-06,1.43669752,SAT1
213993_at,2.51e-09,6.84e-08,2.15805184,SPON1
213994_s_at,4.85e-10,2.07e-08,2.49290759,SPON1
214022_s_at,6.13e-08,6.3e-07,1.4439418,IFITM1
214059_at,1.82e-11,1.56e-09,1.49506738,IFI44
214081_at,1.42e-12,2.08e-10,1.2876571,PLXDC1
214085_x_at,5.49e-08,5.85e-07,1.58907706,GLIPR1
214135_at,1.65e-05,4.98e-05,2.086419,CLDN18
214247_s_at,3.24e-15,1.51e-12,1.92341746,DKK3
214298_x_at,1.6e-05,4.84e-05,1.17279129,6-Sep
214329_x_at,7.05e-07,3.77e-06,1.30071288,TNFSF10
214366_s_at,2.98e-10,1.43e-08,1.01060489,ALOX5
214428_x_at,1.19e-08,2.04e-07,1.34295717,C4B_2///C4B///C4A
214435_x_at,2.27e-08,3.16e-07,1.02941273,RALA
214453_s_at,2.44e-11,2e-09,1.87977621,IFI44
214454_at,5.31e-12,5.92e-10,1.1492256,ADAMTS2
214467_at,1.78e-05,5.3e-05,1.36973323,GPR65
214500_at,7.96e-08,7.56e-07,1.31779367,H2AFY
214511_x_at,7.43e-11,4.85e-09,1.95980591,FCGR1B
214581_x_at,1.11e-13,2.7e-11,1.84684026,TNFRSF21
214587_at,7.84e-17,1.22e-13,2.08659948,COL8A1
214660_at,5.69e-08,6e-07,1.56284659,ITGA1
214669_x_at,2.15e-05,6.24e-05,1.64709808,IGKC
214677_x_at,7.15e-06,2.45e-05,2.14974258,IGLC1
214684_at,1.6e-08,2.49e-07,1.13938371,MEF2A
214697_s_at,4.04e-08,4.7e-07,1.00547538,PTBP3
214701_s_at,6.69e-12,7.16e-10,1.50889045,FN1
214702_at,3.64e-15,1.66e-12,2.39273888,FN1
214710_s_at,5.44e-06,1.94e-05,1.16722479,CCNB1
214752_x_at,2.85e-09,7.44e-08,1.19826872,FLNA
214770_at,2.47e-10,1.24e-08,2.0710068,MSR1
214774_x_at,0.001777689,0.003167101,1.17155277,TOX3
214803_at,4.77e-09,1.07e-07,1.01406047,CDH6
214806_at,1.65e-12,2.33e-10,1.35547413,BICD1
214807_at,1.79e-14,6.34e-12,1.92857761,PLXDC2
214830_at,5e-11,3.53e-09,1.47267258,SLC38A6
214836_x_at,0.000127038,0.00029363,1.45571213,IGK///IGKC
214844_s_at,2.65e-10,1.31e-08,1.55152306,DOK5
214845_s_at,1.48e-09,4.69e-08,1.02067346,CALU
214895_s_at,2.3e-08,3.19e-07,1.00373209,ADAM10
214920_at,4.64e-09,1.05e-07,1.35420962,THSD7A
214927_at,3.9e-15,1.76e-12,2.90627938,ITGBL1
214974_x_at,7.24e-13,1.21e-10,3.75164033,CXCL5
214981_at,4.59e-08,5.16e-07,1.33350561,POSTN
215000_s_at,2.54e-06,1.04e-05,1.00248273,FEZ2
215009_s_at,1.02e-08,1.82e-07,1.02597254,THAP9-AS1
215033_at,3.13e-08,3.93e-07,1.37562826,TM4SF1
215034_s_at,2.4e-12,3.13e-10,1.71594649,TM4SF1
215039_at,2.85e-06,1.14e-05,1.08584127,LINC01140
215049_x_at,6.29e-06,2.19e-05,1.56401708,CD163
215051_x_at,1.2e-05,3.8e-05,1.16374709,AIF1
215073_s_at,2.04e-07,1.49e-06,1.24321993,NR2F2
215076_s_at,1.22e-13,2.91e-11,2.81186768,COL3A1
215077_at,3.13e-11,2.43e-09,1.47689589,COL3A1
215101_s_at,2.22e-08,3.1e-07,2.4255966,CXCL5
215108_x_at,0.001241914,0.002286635,1.14370731,TOX3
215121_x_at,9.48e-06,3.1e-05,1.83922743,CYAT1///IGLV1-44///IGLC1
215127_s_at,3.98e-08,4.66e-07,1.3301735,RBMS1
215164_at,1.24e-07,1.04e-06,1.35732999,nan
215176_x_at,8.73e-05,0.00021081,2.13980811,IGK///IGKC
215193_x_at,5.55e-07,3.13e-06,1.757131,LOC101060835///LOC100996809///HLA-DRB4///HLA-DRB3///HLA-DRB1///HLA-DQB1
215198_s_at,1.45e-10,8.24e-09,1.19944314,CALD1
215199_at,8.67e-11,5.41e-09,1.30020359,CALD1
215223_s_at,3.18e-06,1.24e-05,1.03578227,LOC100129518///SOD2
215313_x_at,1.37e-07,1.11e-06,1.18688557,HLA-A
215379_x_at,5.64e-06,2e-05,2.13327346,IGLV1-44
215388_s_at,2.56e-10,1.27e-08,2.09349744,CFHR1///CFH
215446_s_at,1.68e-12,2.37e-10,3.08976984,LOX
215464_s_at,2.81e-10,1.37e-08,1.04282009,P2RX5-TAX1BP3///TAX1BP3///P2RX5
215617_at,5.68e-10,2.32e-08,1.43208487,SPATS2L
215646_s_at,1.43e-15,9.02e-13,4.1539191,VCAN
215719_x_at,2.21e-08,3.1e-07,1.57090717,FAS
215813_s_at,9.29e-09,1.71e-07,1.17466899,PTGS1
215903_s_at,1.21e-09,4.01e-08,1.02122542,MAST2
215946_x_at,0.000144231,0.000328837,1.10854195,IGLL3P
216194_s_at,3.32e-12,4.04e-10,1.06848068,TBCB
216207_x_at,0.001723923,0.003080747,1.28820122,IGKC
216235_s_at,6.83e-16,5.57e-13,1.83821405,EDNRA
216252_x_at,1.22e-07,1.03e-06,1.32577297,FAS
216401_x_at,0.003565972,0.005976994,1.22669564,MLIP
216442_x_at,1.88e-17,4.11e-14,3.63895555,FN1
216474_x_at,5.6e-06,1.99e-05,1.41231762,TPSB2///TPSAB1
216510_x_at,0.00158053,0.002845422,1.46559591,IGHV3-23///IGHV4-31///IGHM///IGHG1///IGHA1
216560_x_at,0.005034495,0.008206948,1.15854092,IGLC1
216576_x_at,0.000647138,0.001269456,1.71028386,IGK///IGKC
216598_s_at,0.002596295,0.004472351,1.08741104,CCL2
216623_x_at,0.001615726,0.002903432,1.22021001,TOX3
216693_x_at,3.58e-09,8.7e-08,1.23829567,HDGFRP3
216834_at,4.72e-08,5.26e-07,1.96107742,RGS1
216840_s_at,1.26e-08,2.12e-07,1.30147862,LAMA2
216841_s_at,4.13e-06,1.55e-05,1.01427422,LOC100129518///SOD2
216899_s_at,9.88e-09,1.79e-07,1.41182464,SKAP2
216915_s_at,3.38e-08,4.16e-07,1.50337586,PTPN12
216942_s_at,1.69e-09,5.18e-08,1.49018264,CD58
216950_s_at,1.4e-10,8e-09,1.54417053,FCGR1CP///FCGR1B///FCGR1A
216971_s_at,1.18e-12,1.79e-10,1.12253715,PLEC
216973_s_at,1.8e-14,6.35e-12,1.26704132,HOXB7
217022_s_at,7.2e-05,0.00017814,1.84824091,IGHA2///IGHA1///IGH
217028_at,4.53e-08,5.11e-07,2.8846814,CXCR4
217109_at,4.36e-05,0.000114656,1.41628741,MUC4
217110_s_at,0.000639569,0.001256682,1.00756654,MUC4
217118_s_at,5.11e-11,3.59e-09,1.20014343,KIAA0930
217196_s_at,2.44e-10,1.23e-08,1.38253013,CAMSAP2
217226_s_at,9.73e-11,5.93e-09,1.01501659,SFXN3
217294_s_at,5.83e-07,3.25e-06,1.28299631,ENO1
217356_s_at,7.99e-07,4.16e-06,1.17953087,PGK1
217378_x_at,0.001985606,0.003501242,1.24105118,IGKV1OR2-108
217388_s_at,1.33e-12,1.97e-10,2.76150268,KYNU
217428_s_at,2.57e-21,7.02e-17,5.04744187,COL10A1
217430_x_at,1.3e-08,2.17e-07,1.33504418,COL1A1
217478_s_at,7.96e-07,4.15e-06,1.46850756,HLA-DMA
217480_x_at,0.004077596,0.006755716,1.0626286,IGKV1OR2-118
217525_at,1.19e-06,5.67e-06,1.27136772,OLFML1
217591_at,3.35e-12,4.06e-10,1.43012691,SKIL
217717_s_at,1.95e-07,1.44e-06,1.00538694,YWHAB
217728_at,1.82e-12,2.53e-10,2.51199066,S100A6
217733_s_at,2.78e-11,2.22e-09,1.42526579,TMSB10
217744_s_at,9.46e-05,0.000226247,1.17177592,PERP
217755_at,1.97e-08,2.87e-07,1.52920399,HN1
217757_at,2.97e-09,7.66e-08,1.1046045,A2M
217762_s_at,2.7e-13,5.51e-11,2.85530314,RAB31
217763_s_at,2.52e-13,5.27e-11,2.76051558,RAB31
217764_s_at,5.24e-13,9.28e-11,2.71250222,RAB31
217767_at,3.48e-11,2.65e-09,2.30940652,C3
217771_at,2.66e-05,7.47e-05,1.1662777,GOLM1
217795_s_at,6.64e-11,4.42e-09,1.06393674,TMEM43
217875_s_at,2.12e-13,4.56e-11,1.50136869,PMEPA1
217889_s_at,0.000139943,0.000320208,1.10082416,CYBRD1
217933_s_at,1.37e-05,4.26e-05,1.06074687,LAP3
217985_s_at,1.55e-05,4.72e-05,1.03244202,BAZ1A
217986_s_at,1.14e-06,5.48e-06,1.32415218,BAZ1A
217996_at,4.22e-07,2.54e-06,1.63160045,PHLDA1
217997_at,1.28e-05,4e-05,1.13521038,PHLDA1
218002_s_at,3.8e-06,1.44e-05,1.91555307,CXCL14
